n,sort,time
2500,BS,0.015
2500,HS,0.00031
2500,CS,0
2500,SHS,0.00031
5000,BS,0.078
5000,HS,0.00078
5000,CS,0
5000,SHS,0.00094
7500,BS,0.175
7500,HS,0.00125
7500,CS,0
7500,SHS,0.00172
10000,BS,0.297
,BS,0.281
10000,HS,0.00172
10000,CS,0
10000,SHS,0.00266
